post_time,volume,amount,open,high,low,close,change,transaction
2024-05-15,"126,383","7,668,026",61.10,61.10,60.30,60.50,+0.30,177
2024-05-16,"1,359,292","85,728,343",62.00,64.90,61.20,63.00,+2.50,"1,103"
2024-05-17,"306,263","19,001,104",63.00,63.30,61.60,62.40,-0.60,614
2024-05-20,"1,251,447","78,883,349",63.20,66.00,61.20,61.40,-1.00,"1,048"
2024-05-21,"761,032","45,029,449",60.00,60.50,58.00,58.60,-2.80,983
2024-05-22,"295,080","17,276,775",58.50,59.50,58.00,58.10,-0.50,295
2024-05-23,"417,459","23,725,532",58.00,58.40,56.00,56.40,-1.70,455
2024-05-24,"253,779","14,268,871",55.10,57.70,54.70,57.40,+1.00,240
2024-05-27,"153,640","8,783,351",57.40,57.60,56.60,57.40, 0.00,162
2024-05-28,"2,200,456","135,913,969",58.60,63.10,58.60,63.10,+5.70,"1,690"
2024-05-29,"6,048,209","415,596,041",68.50,69.40,67.00,69.40,+6.30,"3,737"
2024-05-30,"2,378,765","152,600,320",66.00,66.50,62.50,62.50,-6.90,"1,919"
2024-05-31,"2,261,002","136,463,849",62.80,62.80,58.10,59.20,-3.30,"1,950"
2024-06-03,"509,516","30,080,833",60.00,60.40,58.40,58.80,-0.40,580
2024-06-04,"328,600","19,492,918",59.50,59.80,58.70,59.20,+0.40,303
2024-06-05,"213,700","12,596,697",59.60,59.70,58.50,58.90,-0.30,217
2024-06-06,"267,768","15,818,174",59.00,59.60,58.70,58.80,-0.10,232
2024-06-07,"345,316","20,624,704",58.80,60.40,58.80,59.50,+0.70,343
2024-06-11,"256,349","15,003,202",59.50,59.50,58.10,58.10,-1.40,475
2024-06-12,"189,028","10,901,373",57.60,58.30,57.10,58.00,-0.10,180
2024-06-13,"126,386","7,354,775",58.30,59.00,57.90,58.20,+0.20,137
2024-06-14,"238,856","14,060,848",58.50,59.30,58.50,59.30,+1.10,215
2024-06-17,"185,665","11,057,904",58.90,60.20,58.90,59.20,-0.10,205
2024-06-18,"129,643","7,649,602",59.20,59.90,58.60,58.80,-0.40,168
2024-06-19,"170,830","9,988,605",58.80,59.00,58.30,58.40,-0.40,175
2024-06-20,"117,931","6,893,971",58.30,58.80,58.20,58.50,+0.10,148
2024-06-21,"248,934","14,674,579",58.90,59.80,58.20,58.30,-0.20,345
2024-06-24,"243,846","14,067,369",58.30,59.00,57.00,57.40,-0.90,322
2024-06-25,"189,561","10,772,607",57.30,57.30,56.50,57.00,-0.40,268
2024-06-26,"177,215","10,074,661",57.40,57.60,56.60,56.60,-0.40,229
2024-06-27,"184,632","10,323,366",56.50,56.50,55.70,55.70,-0.90,271
2024-06-28,"197,637","11,011,892",55.50,56.20,55.30,55.70, 0.00,199
2024-07-01,"174,260","9,870,701",56.00,57.20,56.00,57.20,+1.50,167
2024-07-02,"138,707","7,918,183",58.20,58.20,56.50,56.50,-0.70,161
2024-07-03,"116,138","6,551,269",56.50,56.90,56.10,56.20,-0.30,117
2024-07-04,"261,279","14,647,985",56.40,56.50,55.60,55.70,-0.50,198
2024-07-05,"123,090","6,879,319",56.80,56.80,55.60,55.90,+0.20,128
2024-07-08,"295,371","16,378,885",56.00,56.00,55.00,55.50,-0.40,249
2024-07-09,"263,233","14,706,583",56.30,57.00,54.90,54.90,-0.60,240
2024-07-10,"222,912","12,408,208",55.30,56.50,54.90,55.90,+1.00,213
2024-07-11,"184,335","10,203,556",56.00,56.20,55.00,55.10,-0.80,171
2024-07-12,"118,265","6,516,654",54.50,55.40,54.50,55.30,+0.20,129
2024-07-15,"130,996","7,205,274",55.70,55.80,54.60,55.00,-0.30,162
2024-07-16,"426,889","22,418,101",53.50,53.70,52.00,52.20,X0.00,443
2024-07-17,"199,677","10,561,514",52.60,53.80,52.40,52.40,+0.20,179
2024-07-18,"127,097","6,552,723",52.40,52.40,51.20,51.20,-1.20,190
2024-07-19,"210,701","10,554,296",51.20,51.20,49.80,49.90,-1.30,238
2024-07-22,"244,937","11,808,415",50.00,50.00,47.15,48.05,-1.85,276
2024-07-23,"157,096","7,664,159",48.50,49.25,48.40,48.55,+0.50,232
2024-07-26,"166,495","7,848,026",47.30,48.05,46.30,46.85,-1.70,242
2024-07-29,"153,763","7,221,213",46.90,47.55,46.55,46.95,+0.10,155
2024-07-30,"166,495","7,773,388",47.00,47.40,46.10,46.80,-0.15,174
2024-07-31,"59,805","2,793,454",47.20,47.20,46.30,46.70,-0.10,91
2024-08-01,"82,679","3,951,198",46.70,48.55,46.70,47.75,+1.05,89
2024-08-02,"100,194","4,676,558",47.75,47.75,46.05,46.05,-1.70,132
2024-08-05,"420,139","17,573,144",42.30,42.60,41.45,41.45,-4.60,356
2024-08-06,"401,633","15,767,003",39.70,41.35,37.35,39.15,-2.30,346
2024-08-07,"151,260","6,311,097",39.50,42.55,39.50,42.30,+3.15,201
2024-08-08,"105,888","4,313,778",41.45,41.45,39.90,40.90,-1.40,154
2024-08-09,"124,545","5,173,885",41.40,42.20,40.40,41.65,+0.75,172
2024-08-12,"42,669","1,800,386",41.80,42.65,41.80,42.20,+0.55,58
2024-08-13,"50,958","2,128,136",42.00,42.15,41.35,41.75,-0.45,200
2024-08-14,"83,888","3,509,723",42.15,42.30,41.20,41.65,-0.10,115
2024-08-15,"73,368","3,078,349",42.30,42.30,41.60,42.00,+0.35,60
2024-08-16,"65,397","2,785,371",42.95,42.95,41.90,42.55,+0.55,78
2024-08-19,"56,114","2,364,452",42.00,42.50,41.80,42.00,-0.55,130
2024-08-20,"115,076","4,755,997",41.95,41.95,40.90,40.90,-1.10,250
2024-08-21,"86,705","3,565,229",40.85,41.50,40.75,41.25,+0.35,89
2024-08-22,"41,873","1,727,201",41.25,41.50,40.90,41.40,+0.15,58
2024-08-23,"392,714","16,676,281",41.25,44.40,40.55,41.45,+0.05,360
2024-08-26,"165,570","6,947,257",41.55,42.30,41.45,41.90,+0.45,142
2024-08-27,"67,100","2,783,926",42.00,42.00,41.05,41.50,-0.40,388
2024-08-28,"50,394","2,094,105",41.55,41.70,41.35,41.55,+0.05,53
2024-08-29,"23,716","986,710",42.15,42.15,41.45,41.55, 0.00,32
2024-08-30,"62,699","2,639,220",41.55,42.45,41.55,42.25,+0.70,58
2024-09-02,"54,133","2,291,023",42.50,42.65,41.90,42.10,-0.15,64
2024-09-03,"38,284","1,598,796",42.10,42.10,41.60,41.85,-0.25,48
2024-09-04,"270,303","10,827,234",40.10,40.60,39.45,39.50,-2.35,215
2024-09-05,"86,239","3,427,860",40.45,40.45,39.40,39.40,-0.10,79
2024-09-06,"39,235","1,539,804",39.05,39.80,38.80,39.20,-0.20,63
2024-09-09,"120,945","4,606,468",37.45,39.25,37.45,37.95,-1.25,113
2024-09-10,"61,859","2,351,758",38.80,38.80,37.50,38.45,+0.50,181
2024-09-11,"39,961","1,529,795",37.70,38.85,37.70,38.30,-0.15,115
2024-09-12,"158,931","6,377,953",38.60,41.00,38.60,41.00,+2.70,375
2024-09-13,"82,310","3,387,586",41.90,42.45,40.45,40.75,-0.25,333
2024-09-16,"17,488","708,131",40.90,40.90,40.20,40.20,-0.55,147
2024-09-18,"32,925","1,324,859",40.85,40.85,39.85,40.20, 0.00,134
2024-09-19,"74,927","3,054,410",40.55,41.60,40.10,40.85,+0.65,151
2024-09-20,"51,489","2,103,444",41.00,41.30,40.30,40.85, 0.00,62
2024-09-23,"135,094","5,562,964",40.85,41.90,40.25,41.80,+0.95,145
2024-09-24,"76,737","3,236,884",41.80,42.60,41.65,42.25,+0.45,212
2024-09-25,"154,222","6,601,553",42.25,43.10,42.25,42.60,+0.35,276
2024-09-26,"157,497","6,896,182",42.90,46.00,42.65,44.80,+2.20,220
2024-09-27,"146,895","6,428,755",44.80,44.90,43.30,43.35,-1.45,361
2024-09-30,"71,088","3,038,051",43.30,43.30,42.50,42.50,-0.85,200
2024-10-01,"79,047","3,370,556",42.55,43.20,42.30,43.05,+0.55,87
2024-10-04,"197,609","8,009,051",41.30,41.50,39.80,40.20,-2.85,642
2024-10-07,"78,570","3,177,286",40.90,40.90,40.05,40.25,+0.05,75
2024-10-08,"35,895","1,437,774",40.60,40.60,39.80,40.10,-0.15,130
2024-10-09,"43,581","1,735,407",40.20,40.20,39.70,39.70,-0.40,59
2024-10-11,"77,116","3,109,645",40.55,40.70,40.00,40.00,+0.30,72
2024-10-14,"67,743","2,707,308",40.00,40.25,39.75,39.90,-0.10,130
2024-10-15,"39,130","1,576,886",40.80,40.80,40.05,40.25,+0.35,52
2024-10-16,"80,109","3,241,527",40.30,41.05,39.90,40.85,+0.60,139
2024-10-17,"122,237","5,115,409",40.30,42.50,40.30,41.85,+1.00,114
2024-10-18,"99,039","4,105,798",41.40,42.40,40.80,40.90,-0.95,114
2024-10-21,"55,173","2,257,636",41.65,41.65,40.55,40.65,-0.25,113
2024-10-22,"37,072","1,507,834",41.25,41.25,40.50,40.60,-0.05,84
2024-10-23,"86,362","3,533,826",41.00,41.30,40.50,40.60, 0.00,79
2024-10-24,"64,721","2,611,852",41.10,41.10,40.05,40.10,-0.50,66
2024-10-25,"66,168","2,645,021",40.30,40.50,39.70,39.85,-0.25,76
2024-10-28,"89,319","3,616,125",41.20,41.20,40.10,40.40,+0.55,81
2024-10-29,"44,279","1,757,945",40.40,40.40,39.25,39.45,-0.95,55
2024-10-30,"145,821","5,670,317",39.45,39.60,38.50,39.00,-0.45,151
2024-11-01,"79,231","3,134,243",40.10,40.10,38.60,39.90,+0.90,68
2024-11-04,"29,564","1,165,771",39.60,39.60,39.25,39.30,-0.60,56
2024-11-05,"28,364","1,109,299",39.80,39.80,38.85,39.05,-0.25,142
2024-11-06,"79,774","3,092,348",39.50,39.50,38.25,38.95,-0.10,104
2024-11-07,"72,658","2,855,514",39.00,39.80,38.95,39.25,+0.30,68
2024-11-08,"95,034","3,708,273",39.00,39.60,38.70,39.00,-0.25,113
2024-11-11,"53,866","2,100,072",38.55,39.20,38.50,39.00, 0.00,72
2024-11-12,"118,644","4,574,474",38.90,38.90,38.10,38.90,-0.10,136
2024-11-13,"139,272","5,365,586",38.90,39.00,38.10,38.90, 0.00,119
2024-11-14,"182,565","7,014,888",38.90,39.05,37.45,38.90, 0.00,172
2024-11-15,"178,919","6,952,726",38.90,39.10,38.35,38.95,+0.05,139
2024-11-18,"212,068","8,135,491",38.95,39.20,37.70,38.40,-0.55,222
2024-11-19,"102,857","3,952,667",38.20,39.05,37.95,38.70,+0.30,90
2024-11-20,"86,607","3,347,992",38.60,39.15,38.50,38.50,-0.20,80
2024-11-21,"139,577","5,463,084",39.40,39.60,38.40,38.55,+0.05,173
2024-11-22,"191,424","7,347,661",38.20,39.35,38.00,38.00,-0.55,202
2024-11-25,"2,956,689","102,322,353",36.00,36.00,34.20,34.25,-3.75,"2,119"
2024-11-26,"972,093","32,359,059",33.30,34.20,32.55,33.70,-0.55,796
2024-11-27,"570,385","18,891,623",33.60,33.65,32.75,33.00,-0.70,557
2024-11-28,"390,039","12,635,502",32.65,32.95,32.20,32.20,-0.80,378
2024-11-29,"424,341","13,453,931",31.85,32.50,30.50,32.50,+0.30,384
2024-12-02,"132,354","4,274,911",32.00,32.60,32.00,32.25,-0.25,167
2024-12-03,"347,574","11,265,885",32.30,32.80,31.80,32.80,+0.55,293
2024-12-04,"216,076","7,189,693",32.90,33.60,32.80,33.55,+0.75,356
2024-12-05,"107,736","3,596,553",33.55,33.55,32.90,33.55, 0.00,142
2024-12-06,"138,564","4,671,596",33.55,33.85,33.55,33.60,+0.05,124
2024-12-09,"130,997","4,339,348",33.80,33.80,32.75,33.20,-0.40,225
2024-12-10,"136,760","4,534,161",33.15,33.40,32.70,33.25,+0.05,154
2024-12-11,"116,944","3,893,689",33.25,33.60,33.00,33.30,+0.05,139
2024-12-12,"78,514","2,597,349",33.35,33.35,32.90,32.90,-0.40,72
2024-12-13,"163,917","5,317,004",32.65,32.95,32.00,32.60,-0.30,349
2024-12-16,"151,515","4,883,008",32.30,32.75,32.00,32.40,-0.20,142
2024-12-17,"283,185","9,393,604",32.25,34.20,32.10,33.05,+0.65,326
2024-12-18,"3,871,895","136,858,285",34.90,36.35,33.50,33.75,+0.70,"2,621"
2024-12-19,"782,073","26,477,521",33.50,34.65,33.20,33.40,-0.35,694
2024-12-20,"592,009","20,055,208",33.20,34.40,33.00,34.15,+0.75,434
2024-12-23,"459,831","15,750,549",34.30,35.00,33.75,34.10,-0.05,367
2024-12-24,"254,760","8,610,214",34.10,34.20,33.50,33.65,-0.45,282
2024-12-25,"181,103","6,114,421",33.90,34.05,33.40,33.80,+0.15,156
2024-12-26,"206,346","6,963,780",34.00,34.00,33.40,33.90,+0.10,249
2024-12-27,"187,785","6,355,873",33.60,34.15,33.50,34.00,+0.10,125
2024-12-30,"253,573","8,678,947",33.90,34.55,33.75,34.30,+0.30,183
2024-12-31,"204,033","6,904,484",34.30,34.30,33.50,33.90,-0.40,175
2025-01-02,"1,596,785","56,256,567",34.60,36.30,34.10,34.15,+0.25,"1,182"
2025-01-03,"428,597","14,519,212",34.50,34.75,33.15,33.85,-0.30,434
2025-01-06,"193,465","6,525,449",33.95,34.00,33.50,33.80,-0.05,194
2025-01-07,"207,495","6,921,721",33.80,33.85,33.10,33.30,-0.50,202
2025-01-08,"137,916","4,547,594",33.15,33.20,32.80,32.85,-0.45,136
2025-01-09,"244,860","7,860,861",32.50,32.50,31.50,31.65,-1.20,222
2025-01-10,"214,464","6,648,138",30.90,31.30,30.60,30.90,-0.75,241
2025-01-13,"206,318","6,213,726",30.70,30.75,29.85,30.40,-0.50,255
2025-01-14,"90,395","2,767,256",30.80,31.00,30.40,30.90,+0.50,98
2025-01-15,"56,500","1,748,815",31.25,31.25,30.85,30.90, 0.00,65
2025-01-16,"101,522","3,143,944",31.20,31.35,30.80,30.85,-0.05,130
2025-01-17,"1,397,660","46,629,454",32.15,33.90,32.15,33.90,+3.05,"1,080"
2025-01-20,"3,124,308","111,756,546",36.05,37.20,34.75,36.20,+2.30,"2,401"
2025-01-21,"510,011","17,999,487",35.30,35.70,35.00,35.30,-0.90,518
2025-01-22,"325,669","11,609,743",35.45,35.95,35.40,35.70,+0.40,496
2025-02-03,"353,013","12,339,222",35.50,36.40,34.05,34.40,-1.30,406
2025-02-04,"220,934","7,377,609",34.00,34.45,32.80,32.80,-1.60,361
2025-02-05,"117,484","3,944,205",33.25,34.00,32.90,33.95,+1.15,173
2025-02-06,"102,681","3,468,408",33.40,34.15,33.40,33.95, 0.00,84
2025-02-07,"68,241","2,308,534",34.20,34.20,33.70,33.95, 0.00,87
2025-02-10,"141,795","4,838,763",34.60,34.60,33.60,33.85,-0.10,102
2025-02-11,"179,800","6,227,357",34.15,35.00,34.05,34.75,+0.90,210
2025-02-12,"147,752","5,148,805",35.00,35.25,34.45,34.90,+0.15,148
2025-02-13,"98,504","3,423,357",35.00,35.20,34.50,34.75,-0.15,276
2025-02-14,"95,929","3,322,747",34.75,34.85,34.50,34.55,-0.20,116
2025-02-17,"269,977","9,261,869",34.20,34.70,33.95,34.30,-0.25,278
2025-02-18,"259,779","8,995,059",34.30,35.00,34.30,35.00,+0.70,199
2025-02-19,"264,790","9,337,690",35.45,35.60,34.80,35.20,+0.20,311
2025-02-20,"271,395","9,511,821",35.00,35.40,34.65,35.00,-0.20,202
2025-02-21,"232,310","8,144,675",35.00,35.20,34.80,35.10,+0.10,172
2025-02-24,"65,226","2,285,567",35.10,35.35,34.90,35.05,-0.05,68
2025-02-25,"65,984","2,300,375",34.90,35.10,34.50,35.10,+0.05,86
2025-02-26,"85,576","2,992,552",35.10,35.30,34.75,34.95,-0.15,146
2025-02-27,"89,822","3,133,704",34.95,35.25,34.60,34.60,-0.35,83
2025-03-03,"222,922","7,621,464",35.00,35.00,33.95,34.00,-0.60,120
2025-03-04,"94,122","3,166,841",33.40,34.20,33.20,34.05,+0.05,88
2025-03-05,"88,317","3,029,309",34.20,34.60,33.80,34.50,+0.45,86
2025-03-06,"85,457","2,958,996",34.50,34.90,34.45,34.50, 0.00,85
2025-03-07,"63,289","2,174,626",34.55,34.55,34.15,34.15,-0.35,64
2025-03-10,"174,547","5,833,745",33.45,34.45,33.20,33.30,-0.85,216
2025-03-11,"206,537","6,688,831",32.75,32.80,31.85,32.50,-0.80,149
2025-03-12,"104,479","3,370,212",32.40,32.50,32.05,32.10,-0.40,159
2025-03-13,"145,405","4,655,042",32.10,32.50,31.80,31.80,-0.30,122
2025-03-14,"174,153","5,406,647",31.30,31.40,30.80,31.10,-0.70,187
2025-03-17,"171,407","5,295,917",31.00,31.35,30.65,31.00,-0.10,154
2025-03-18,"74,906","2,339,227",31.30,31.50,31.10,31.35,+0.35,70
2025-03-19,"56,453","1,755,630",31.10,31.40,31.00,31.25,-0.10,73
2025-03-20,"85,653","2,692,775",31.25,32.30,31.10,32.05,+0.80,76
2025-03-21,"52,178","1,668,763",32.05,32.25,31.75,32.00,-0.05,49
2025-03-24,"79,713","2,525,903",32.65,32.65,31.55,31.55,-0.45,71
2025-03-25,"80,281","2,509,545",31.40,31.60,31.00,31.00,-0.55,57
2025-03-26,"67,273","2,121,353",32.00,32.00,31.40,31.70,+0.70,48
2025-03-27,"40,552","1,270,052",31.50,31.50,31.15,31.20,-0.50,43
2025-03-28,"141,260","4,306,202",30.85,30.85,30.20,30.35,-0.85,109
2025-03-31,"188,171","5,503,677",30.20,30.20,28.80,29.10,-1.25,183
